Description,Views,Likes,Comments,Shares,Bookmarks,Post URL,Post Date
My kneeess!! Will be doing this over until it’s perfect haha ,786,40,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7158152622334283054,10/24/2022 11:48
Meet the Dean Family 💕 🤣,755,75,6,11,1,https://www.tiktok.com/@ariana.ramsey/video/7157095611693550894,10/21/2022 15:26
#OLYMPIAN #RUGBY #DARTMOUTH #fyp ,842,111,7,0,0,https://www.tiktok.com/@ariana.ramsey/video/7154553947712261419,10/14/2022 19:03
#fyp #olympian ,525,19,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7150363198145727786,10/3/2022 12:01
Now how long do yall think it took to do my braids? 😭😭 #fyp #braids ,623,40,2,0,2,https://www.tiktok.com/@ariana.ramsey/video/7149693132081515822,10/1/2022 16:40
"@flossybaby EDITION, guys this is all jokes im replicating Flossy Baby 😭",490,59,7,0,0,https://www.tiktok.com/@ariana.ramsey/video/7148831878592810286,9/29/2022 8:58
#fyp ,490,33,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7148241866872442158,9/27/2022 18:49
#OLYMPIAN #athlete #rugby #teamusa ,533,25,0,2,0,https://www.tiktok.com/@ariana.ramsey/video/7146700610870742318,9/23/2022 15:08
this does in fact happen 😭 #rugby #athlete #olympian ,1295,139,11,0,1,https://www.tiktok.com/@ariana.ramsey/video/7146332495242431790,9/22/2022 15:19
#FYP,251,19,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7146270490485738794,9/22/2022 11:19
"If this applies to you, go after it 🥳🥳#mondaymotivation #LikeAMonarch #olympian #dartmouth #rugby #athlete",268,12,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7145061489928408363,9/19/2022 5:07
#dartmouthrugby #rugby #athlete @notdartmouthwrugby ,873,46,1,0,2,https://www.tiktok.com/@ariana.ramsey/video/7144346904539761963,9/17/2022 6:54
Life of the injured 🤕 #dartmouth #athlete ,474,22,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7143801872736865582,9/15/2022 19:39
#greenscreen #dartmouth #rugby #olympian #roster #athlete ,715,35,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7143800378671254830,9/15/2022 19:34
#dartmouth #food #dartmouthfood #olympian #athlete,2133,82,0,2,2,https://www.tiktok.com/@ariana.ramsey/video/7143701771045637418,9/15/2022 13:11
#fyp im never dohbling back 😭 ever,366,41,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7143318770327620907,9/14/2022 12:25
#fyp #dartmouth #olympian #athlete ,304,17,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7143313681814719786,9/14/2022 12:05
#greenscreen #greenscreenvideo this trend is actually too cute #olympian #athlete #rugby #dartmouth ,1736,235,2,0,3,https://www.tiktok.com/@ariana.ramsey/video/7141517310623370542,9/9/2022 15:54
#fyp #mediaday #dartmouth #rugby #canwegetthebill ,952,49,1,2,1,https://www.tiktok.com/@ariana.ramsey/video/7141489169121119534,9/9/2022 14:05
#fyp #dartmouth #rugby @notdartmouthwrugby #athlete #olympian #passingthephone #grouptiktoks ,3639,168,4,3,14,https://www.tiktok.com/@ariana.ramsey/video/7141487645024144682,9/9/2022 13:59
The best parties are when the rugby girls go together 🤪 #rugby #athlete #dartmouth #grouptok #grouptiktok #olympian @dartmouthwrugby ,1024,44,0,3,1,https://www.tiktok.com/@ariana.ramsey/video/7141045488945712430,9/8/2022 9:23
"We are the best rugby team, sorry not sorry #rugby #dartmouth #athlete #olympian ",1508,140,1,1,3,https://www.tiktok.com/@ariana.ramsey/video/7140716028262223150,9/7/2022 12:05
#rugby #dartmouthrugby #athlete #team #grouptiktoks ,1841,140,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7140713657964449067,9/7/2022 11:55
#fyp MEDIA DAYYYY,772,63,2,1,1,https://www.tiktok.com/@ariana.ramsey/video/7140673908126158126,9/7/2022 9:21
#fyp ,95,9,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7140673394579721518,9/7/2022 9:19
#fyp MEDIA DAY,561,18,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7140666152597916970,9/7/2022 8:51
"When they say trust the proccess, this is what they meant 😭 #backflip #athletes #dartmouth @asiasun17  @Anjali Pant ",82500,7941,0,25,696,https://www.tiktok.com/@ariana.ramsey/video/7139853618714479918,9/5/2022 4:18
sooo ive been featured in todays Dartmouth alumni magazine AGAIN 🙂 #fyp #olympian #rugby #dartmouth ,5007,777,3,2,5,https://www.tiktok.com/@ariana.ramsey/video/7139564126593928491,9/4/2022 9:35
Just vindicating 😭 #fyp #dartmouth #rugby #olympian ,4562,433,7,3,4,https://www.tiktok.com/@ariana.ramsey/video/7139507839650942254,9/4/2022 5:56
"all jokes, i dont have exes #fyp #athlete #ReTokforNature #olympian ",651,53,1,1,0,https://www.tiktok.com/@ariana.ramsey/video/7138089750342143278,8/31/2022 10:13
#fyp #olympian I am not one of them 😭,517,29,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/7138059490359921962,8/31/2022 8:16
#rugby #olympian #dartmouth #dwr #athlete #ReTokforNature #fyl,1093,129,8,0,1,https://www.tiktok.com/@ariana.ramsey/video/7137672574066068782,8/30/2022 7:14
I ended up buying everything I said I would and got a smaller vest 😆 #olympian #WorldPrincessWeek  #marshallshaul #athlete #,802,47,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7135983725543787819,8/25/2022 18:01
,378,17,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7135833425549937966,8/25/2022 8:18
#kingofprussiamall #kop #cerealbar #coolstoresinkingofprussiamall #mall #pamall #phillymall #malls,1494,50,0,1,3,https://www.tiktok.com/@ariana.ramsey/video/7134390275220180270,8/21/2022 10:57
,481,67,4,0,0,https://www.tiktok.com/@ariana.ramsey/video/7133566460668038443,8/19/2022 5:41
Part 2 #kongdog #DoritosDareToBeBurned #kingofprussiamall,494,42,0,0,3,https://www.tiktok.com/@ariana.ramsey/video/7133271852570381614,8/18/2022 10:37
YOURE THAT GIRL #greenscreenvideo #greenscreen #fyp,472,45,0,0,2,https://www.tiktok.com/@ariana.ramsey/video/7132832609238797610,8/17/2022 6:13
10/10!!! #kongdog #fyp,457,45,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7132602710737866030,8/16/2022 15:21
BAYYY SICKKKK,476,38,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7131862378073001262,8/14/2022 15:28
#dartmouthcollege #fyp,330,18,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7104841139689098539,6/2/2022 19:52
,454,41,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7104840034171391278,6/2/2022 19:47
#shefit #wearthecrown #fyp #athlete #olympian #fitnessmodel,429,41,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7104782222011551018,6/2/2022 16:03
,1646,111,4,0,1,https://www.tiktok.com/@ariana.ramsey/video/7099943076327771438,5/20/2022 15:05
#fyp #dartmouthcollege #spring #sundress #baddie #dance #backitup #besties #dartmouth @Tala,2209,257,3,9,7,https://www.tiktok.com/@ariana.ramsey/video/7097631568633613610,5/14/2022 9:35
I luv it here #olympian #rugby #athlete,626,72,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7096823046014635306,5/12/2022 5:17
Oh YEAAAA 🔥🔥🔥🔥#rugby #olympian #athlete,3038,241,5,1,3,https://www.tiktok.com/@ariana.ramsey/video/7095838622921854251,5/9/2022 13:37
Just gonna leave this hereee 😮‍💨 #teamusa #olympian #athletesoftiktok,731,31,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7094589553993960750,5/6/2022 4:50
#olympian #dartmouthcollege #rugby #athlete,2057,142,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7094385695971872046,5/5/2022 15:39
Uhmm did this happen to anyone else before,236,10,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7094051623286197546,5/4/2022 18:03
I just want to thank @Team USA for such an amazing week! We had so much fun and so excited for more events to come 🇺🇸 #teamusa #teamusasummit #olympiansoftiktok #olympian #athlete,469,33,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7093988024433806638,5/4/2022 13:56
The idk how I do it either #rugby #teamusa #olympian #athletesoftiktok #athlete,2210,173,2,1,1,https://www.tiktok.com/@ariana.ramsey/video/7093979493924179246,5/4/2022 13:23
FINALLYYY #teamusa #joebiden #meetthepresident #olympian #athlete #greenscreenvideo,2797,219,0,0,3,https://www.tiktok.com/@ariana.ramsey/video/7093937060473490731,5/4/2022 10:38
#TEAMUSA 🇺🇸 #olympian #whitehouse #athlete #athletesoftiktok,582,41,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7093878734457015598,5/4/2022 6:52
#TEAMUSAWEEK🇺🇸 #olympian #athlete,1755,76,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7093856713404615982,5/4/2022 5:27
,528,62,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7093653899608902955,5/3/2022 16:20
#loveyourself #olympian #athlete,416,33,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7093500271782825259,5/3/2022 6:23
"4/26 🧡 always and forever, I keep posting her because I miss her so much and I know she would’ve been right here to help me get ready for tomorrow🤧 I’ll never forget you 🧡🧡",3410,515,2,0,2,https://www.tiktok.com/@ariana.ramsey/video/7093332390667439403,5/2/2022 19:32
#teamusasummit #teamusa #FORDfortheBuilders #LIKEABOMBSHELL #olympian,579,44,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7093265736386317610,5/2/2022 15:13
#teamusasummit #teamusa,431,48,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7093246583034219822,5/2/2022 13:59
TEAM USA WEEK 🇺🇸🤩 #teamusa #olympian  #athlete #olympicathlete,437,49,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7093175092921896234,5/2/2022 9:22
TEAM USA WEEK 🤩🇺🇸 #teamusa #olympian #rugby #athlete,1418,193,3,0,1,https://www.tiktok.com/@ariana.ramsey/video/7092899843403746603,5/1/2022 15:33
Team USA week 2022 🇺🇸 #teamusa #olympian #athlete #olympicathlete,1919,318,0,0,4,https://www.tiktok.com/@ariana.ramsey/video/7092893375795334443,5/1/2022 15:08
,469,44,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7092791957881343278,5/1/2022 8:35
,210,14,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7092604840236420394,4/30/2022 20:29
,602,37,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7092391749812751658,4/30/2022 6:42
#fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #fitness #fittok,297,18,0,0,4,https://www.tiktok.com/@ariana.ramsey/video/7092086250793930030,4/29/2022 10:56
,1259,148,11,1,1,https://www.tiktok.com/@ariana.ramsey/video/7091274517393263914,4/27/2022 6:26
Not depresssd but here are some people that make me super happy 🥺🥺❤️,331,22,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7090573910663744814,4/25/2022 9:08
I get it done ever time though 😉,274,18,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7090568657142648106,4/25/2022 8:47
"Sir the game stop every two seconds, how can I enjoy this",488,34,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7090533252431088942,4/25/2022 6:30
#greenscreen why do you think I’m obsessed with them,462,30,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7090361393844653355,4/24/2022 19:23
Found this a bit funnier than I should’ve,554,36,2,1,0,https://www.tiktok.com/@ariana.ramsey/video/7090287907151367470,4/24/2022 14:38
the girls who get it get it,468,52,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7090282354631003435,4/24/2022 14:16
#olympian #rolemodel #ILOGEMYSIStersss,5004,753,3,0,2,https://www.tiktok.com/@ariana.ramsey/video/7090237856504941870,4/24/2022 11:24
,1198,113,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7090235720702397739,4/24/2022 11:15
It’s about that time,362,17,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7090234235558251822,4/24/2022 11:10
#duet with @urdailyfashion,1172,64,5,0,0,https://www.tiktok.com/@ariana.ramsey/video/7089831460814753066,4/23/2022 9:07
#eggo #poptart #eggopoptart #ScreamItOut #TurboTaxAndRelax,177,13,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7085791794180541738,4/12/2022 11:51
Baby 🐐,241,13,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7084419477533658414,4/8/2022 19:05
When people haven’t seen me play rugby after 7 months 🥴 like loook me uppp #olympian #rugby #fyp #theadamproject #thebatman,450,45,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7074365822088564011,3/12/2022 15:52
#duet with @tamarciment,399,12,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/7073696502220377390,3/10/2022 20:35
Where’s my mf Aladin #fyp #olympian,331,13,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7073633502746430763,3/10/2022 16:30
#fyp #dartmouth #olympian #springbreak #miami??? #procrastinate,389,23,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7072863937661898026,3/8/2022 14:44
#BGM ✨✨💖 #fyp #blackgirlmagic #olympian 😍,377,51,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7072413357076122922,3/7/2022 9:35
🤓 #fyp,604,43,3,1,1,https://www.tiktok.com/@ariana.ramsey/video/7054751106794179886,1/18/2022 19:17
"This is my first vid, next vid I’ll try to be more detailed haha #whatilearnedinschooltoday",245,21,2,0,1,https://www.tiktok.com/@ariana.ramsey/video/7054629820130610478,1/18/2022 11:26
FIRST BLACK IVY VACAY 🤎 #mexico #blackumal #blackivyleague #vacation #dartmouth,488,25,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7053545254523358511,1/15/2022 13:18
Hey yalll #fyp,89,12,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7053161658214075695,1/14/2022 12:29
,374,15,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7052486234236751151,1/12/2022 16:48
#fyp #blackivyvacay BLACK IVY VACAY WAS A SUCCESSS 😍,498,36,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7051140304153611566,1/9/2022 1:45
#,180,8,1,1,0,https://www.tiktok.com/@ariana.ramsey/video/7050675540222577966,1/7/2022 19:42
#happynewyear,188,6,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7048339991050784046,1/1/2022 12:38
#greenscreen I know my standards are high but damn 😭🥺 #fyp #foryourpage #olympian #athletesoftiktok,3497,373,9,1,1,https://www.tiktok.com/@ariana.ramsey/video/7046086090821864751,12/26/2021 10:52
#greenscreen #fyp,231,14,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7045793023858363694,12/25/2021 15:55
#greenscreen #fyp #catfishchallenge #foryourpage,1239,78,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7045781232113896750,12/25/2021 15:09
Guys hard work really does pay off ❤️ KEEP GOING AND DONT GIVE UP #iloveyou #motivation #fyp #olympian #dartmouth #hardworkpaysoff,398,55,2,0,1,https://www.tiktok.com/@ariana.ramsey/video/7041381410866761007,12/13/2021 18:36
#duet with @luciacheech #CustomersMostLoved #fyp I just gotta stay strong 😩,224,13,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7041371249288858926,12/13/2021 17:56
If anyone is a fitness influencer  you know who to call 😉😍 #olympian #athlete #dartmouth #baddie #fypシ,383,33,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7040580520572538158,12/11/2021 14:48
Guys would you support my business orrrrr??? 👀👀👀,241,17,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7039849282974813487,12/9/2021 15:30
"Don’t be shy, Just say hi 🙃 #fyp #olympian #coldgirlwinter??? #dartmouth",1547,109,2,2,5,https://www.tiktok.com/@ariana.ramsey/video/7039793018290867503,12/9/2021 11:52
#greenscreen I’m just here to flex #fyp #olympian,327,29,2,1,0,https://www.tiktok.com/@ariana.ramsey/video/7032670766303137070,11/20/2021 7:14
#greenscreen I take pride in looking the same,291,18,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7032668318985211183,11/20/2021 7:04
,220,8,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7032335489193692462,11/19/2021 9:33
#fyp,233,13,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7032335038322674991,11/19/2021 9:31
And I oooop 🥴 #fyp #foryoupage,299,25,3,1,0,https://www.tiktok.com/@ariana.ramsey/video/7031775460010937646,11/17/2021 21:20
#greenscreen but I love ittt though 🥴,233,8,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7031766196286557486,11/17/2021 20:44
I’ve been workingggg,240,20,1,1,0,https://www.tiktok.com/@ariana.ramsey/video/7020866226268146991,10/19/2021 12:46
Watch till the end 😭 #dartmouth #fyp #ivyleauge,1077,74,1,3,0,https://www.tiktok.com/@ariana.ramsey/video/7011979395241889029,9/25/2021 14:01
Hey #fyp,277,14,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7009022438948293894,9/17/2021 14:46
I’m having a great dau,290,26,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7008661968538045702,9/16/2021 15:27
Reply to @andrea.ardonn we have the best field at this school 😇 but I can do more actual campus stuff if you’re more of an acadameeiaaaaa 🤣,275,27,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7008641552385838341,9/16/2021 14:08
Heyy friendsss #dartmouth #ivyleauge #college,425,56,6,1,0,https://www.tiktok.com/@ariana.ramsey/video/7007139211459546373,9/12/2021 12:58
Who would be the main character? 🤔 #comicme #family #maincharacter,261,15,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7004560676383395077,9/5/2021 14:12
#fyp it’s getting better guys 🥺,494,71,10,0,0,https://www.tiktok.com/@ariana.ramsey/video/7003846025303706885,9/3/2021 15:59
#greenscreen  hiii long time no seee IG is @ariana.gabrielle #fyp,385,40,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7003450673404579078,9/2/2021 14:25
#greenscreen #airportolympian #olympian #fypシ,575,123,5,0,0,https://www.tiktok.com/@ariana.ramsey/video/6995906906170739974,8/13/2021 6:31
#fypシ,488,89,4,0,0,https://www.tiktok.com/@ariana.ramsey/video/6995297010102439174,8/11/2021 15:05
Of course I wait till the last day to record #olympian #transitions #fypシ,366,33,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6995291634636279046,8/11/2021 14:44
#teamUSA #olympics #tokyo2020,538,57,1,1,1,https://www.tiktok.com/@ariana.ramsey/video/6994410869350288646,8/9/2021 5:46
#sisters 1 of 2 of my sisters 🥰🥰,585,38,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6992238994008427782,8/3/2021 9:18
#ColorCustomizer #fyp #olympiansoftiktok #foryoupage,482,70,6,0,0,https://www.tiktok.com/@ariana.ramsey/video/6991937336410000645,8/2/2021 13:47
Guys I’m sad but I’ll be ok 😞 #olympiansoftiktok,1629,320,19,4,3,https://www.tiktok.com/@ariana.ramsey/video/6990932484896607493,7/30/2021 20:48
@ravenhulksaunders @tylerdownss #fyp #olympiansoftiktok #olympics #tokyo2020 #xfinityfanthem #foryourpage #teamusa,12600,833,12,21,86,https://www.tiktok.com/@ariana.ramsey/video/6990201532272626949,7/28/2021 21:32
#fml UPDATE I GOT HIM,2200,290,5,7,3,https://www.tiktok.com/@ariana.ramsey/video/6989898325466172678,7/28/2021 1:55
LIKE IF YOU GUYS WANT MORE! Had so much fun making this! #olympians #tokyo2020 #fyp #foryoupage #olympics #xfinityfanthem #athletesoftiktok,2637,495,18,3,15,https://www.tiktok.com/@ariana.ramsey/video/6989591831851912454,7/27/2021 6:06
#fyp #ivyleauge #olympian,2162,205,6,2,1,https://www.tiktok.com/@ariana.ramsey/video/6989581804013423877,7/27/2021 5:27
ALMOST SHOWTIME #olympics #olympian #tokyo2020,1290,144,7,0,2,https://www.tiktok.com/@ariana.ramsey/video/6989503110121065733,7/27/2021 0:21
#hacksiri,1596,104,2,2,0,https://www.tiktok.com/@ariana.ramsey/video/6988739756947508486,7/24/2021 22:59
We’re besties now #olympian #tokyo2020 #kevindurant #olympics #olympicspirit #javanmcgee,1730,167,3,2,0,https://www.tiktok.com/@ariana.ramsey/video/6988734162731666694,7/24/2021 22:37
Which ones your fav!? #olympian #olympian #athletes #prettygirltiktok #athletesoftiktok,2246,222,10,5,4,https://www.tiktok.com/@ariana.ramsey/video/6987946685037137157,7/22/2021 19:42
#olympics #TOKYO2020 #olympian,1793,135,1,1,0,https://www.tiktok.com/@ariana.ramsey/video/6987860763507526917,7/22/2021 14:08
#ColorCustomizer #olympian #athlete,1799,167,5,2,1,https://www.tiktok.com/@ariana.ramsey/video/6986881723296468229,7/19/2021 22:49
I pay SOMETIMES 🥺,1157,48,1,4,1,https://www.tiktok.com/@ariana.ramsey/video/6986427881572322565,7/18/2021 17:28
Women empowerment always,880,48,1,0,5,https://www.tiktok.com/@ariana.ramsey/video/6986410914119535878,7/18/2021 16:22
#olympians #rugby,963,56,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6986048783490600197,7/17/2021 16:57
#olympian #olympics #athlete,797,81,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6986048119955885317,7/17/2021 16:54
#greenscreen #olympian #athlete,817,89,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/6986037116228619525,7/17/2021 16:11
#rugbygirls #womenwholift #olympians #olympian #rugby @krisofalltrades #fyp,875,101,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/6986013198524632326,7/17/2021 14:39
Haha #olympics #olympians #athlete #rugby,817,121,2,2,0,https://www.tiktok.com/@ariana.ramsey/video/6985753774191070470,7/16/2021 21:52
#olympians #icebath #athletes #rugby@krisofalltrades,2854,194,5,6,2,https://www.tiktok.com/@ariana.ramsey/video/6985728719994260741,7/16/2021 20:15
Hehe #humble ??,586,38,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/6985682604578114821,7/16/2021 17:16
MEET MY CREW,685,81,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6985657924722904325,7/16/2021 15:40
#olympians #fyp #teamusa #athlete #womenwholift,684,83,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6985447085487312134,7/16/2021 2:02
#fyp,582,49,2,0,1,https://www.tiktok.com/@ariana.ramsey/video/6984589767878937862,7/13/2021 18:35
#greenscreenvideo #fyp #olympian #olympics,605,80,5,1,0,https://www.tiktok.com/@ariana.ramsey/video/6984579259641662726,7/13/2021 17:54
#fyp #redo #olympian #athletesonly,597,49,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/6983318515319147782,7/10/2021 8:22
#athletesonly #athlete #olympian,695,46,1,2,0,https://www.tiktok.com/@ariana.ramsey/video/6981542090140306694,7/5/2021 13:28
#fyp,561,23,0,2,0,https://www.tiktok.com/@ariana.ramsey/video/6945068818867817733,3/29/2021 6:34
Sisssyyy🌸,526,22,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/6910585586365517061,12/26/2020 7:21
#corvettecorvette,387,14,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/6907038481780903173,12/16/2020 17:56
#corvettecorvette,624,21,4,1,1,https://www.tiktok.com/@ariana.ramsey/video/6905108222206692614,12/11/2020 13:06
If you can’t accept me at my worst you can have me at my best 😭❤️,349,12,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/6896994312815447301,11/19/2020 16:20
#duet with @pamellatee,361,10,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6892932474658180357,11/8/2020 17:38
HOW MANY YEARS? #rugby #sport,531,18,6,0,0,https://www.tiktok.com/@ariana.ramsey/video/6891076556496588037,11/3/2020 17:36
,396,14,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/6886488004303670533,10/22/2020 9:50
,424,12,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/6884468490015640837,10/16/2020 23:13
Who is Ari you ask? 👀🥰,543,16,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/6858841454253559045,8/8/2020 21:47
#아웃웨스트챌린지,416,11,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/6858743656027802885,8/8/2020 15:28
,415,10,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/6807221315666332934,3/22/2020 19:15
